Sample in Buffer,Sample in Window,TRIGGER,dbg_txdata[31:0],dbg_txdatak[3:0],debug_state[20:0],dbg_rxstatus[2:0],dbg_rxdata[31:0],dbg_rxdatak[3:0],pcie_phy_top_inst/pcie_ltssm_downstream_inst/ordered_set_sent_cnt_r[15:0],pcie_phy_top_inst/pcie_ltssm_downstream_inst/gen_cnt_ts1[0].ts1_cnt[7:0],pcie_phy_top_inst/phy_receive_inst/gen_lane_descramble[0].ordered_set_handler_inst/curr_state[7:0],pipe_wrapper_i/rxvalid_cnt[4:0],dbg_phystatus,dbg_rxelecidle,dbg_txdetectrx,dbg_txelecidle,pipe_wrapper_i/gt_rxvalid,pcie_phy_top_inst/pcie_ltssm_downstream_inst/link_idle_satisfied,link_up,pipe_wrapper_i/rst_idle_reg,pcie_phy_top_inst/pcie_ltssm_downstream_inst/single_idle_received,pcie_phy_top_inst/ordered_set_tranmitted
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
19730,19730,0,00001986,0,0000e3,0,0000ba3e,0,013d,07,00,10,0,0,0,0,1,0,0,1,1,0
19731,19731,0,00006be2,0,0000e3,0,00005cfd,3,013d,07,00,10,0,0,0,0,1,0,0,1,1,0
19732,19732,0,00008b7f,0,0000e3,0,0000a4ad,0,013d,07,00,10,0,0,0,0,1,0,0,1,1,0
19733,19733,0,000036fc,0,0000e3,0,0000e655,0,013d,07,00,10,0,0,0,0,1,0,0,1,1,0
19734,19734,0,00003afb,0,0000e3,0,00005b19,0,013d,07,00,10,0,0,0,0,1,0,0,1,1,0
19735,19735,0,00009fdc,0,0000e3,0,00005cfd,3,013d,07,00,10,0,0,0,0,1,0,0,1,1,1
19736,19736,0,00006124,0,0000e3,0,000038d7,0,013e,07,00,10,0,0,0,0,1,0,0,1,1,0
19737,19737,0,0000601b,0,0000e3,0,0000dc84,0,013e,07,00,10,0,0,0,0,1,0,0,1,1,0
19738,19738,0,00001119,0,0000e3,0,0000e4e9,0,013e,07,00,10,0,0,0,0,1,0,0,1,1,0
19739,19739,0,00005aa3,0,0000e3,0,00005cfd,3,013e,07,00,10,0,0,0,0,1,0,0,1,1,0
19740,19740,0,00009688,0,0000e3,0,000030c8,0,013e,07,00,10,0,0,0,0,1,0,0,1,1,0
19741,19741,0,00005185,0,0000e3,0,00004d59,0,013e,07,00,10,0,0,0,0,1,0,0,1,1,0
19742,19742,0,00006421,0,0000e3,0,0000329c,0,013e,07,00,10,0,0,0,0,1,0,0,1,1,0
19743,19743,0,0000fdc6,0,0000e3,0,00005cfd,3,013e,07,00,10,0,0,0,0,1,0,0,1,1,1
19744,19744,0,0000ca4c,0,0000e3,0,0000edc7,0,013f,07,00,10,0,0,0,0,1,0,0,1,1,0
19745,19745,0,000011f3,0,0000e3,0,000090cf,0,013f,07,00,10,0,0,0,0,1,0,0,1,1,0
19746,19746,0,00008a5d,0,0000e3,0,0000478d,0,013f,07,00,10,0,0,0,0,1,0,0,1,1,0
19747,19747,0,0000afe1,0,0000e3,0,00005cfd,3,013f,07,00,10,0,0,0,0,1,0,0,1,1,0
19748,19748,0,0000159c,0,0000e3,0,000029ea,0,013f,07,00,10,0,0,0,0,1,0,0,1,1,0
19749,19749,0,000026da,0,0000e3,0,0000ce04,0,013f,07,00,10,0,0,0,0,1,0,0,1,1,0
19750,19750,0,0000115a,0,0000e3,0,0000d585,0,013f,07,00,10,0,0,0,0,1,0,0,1,1,0
19751,19751,0,000042ee,0,0000e3,0,00005cfd,3,013f,07,00,10,0,0,0,0,1,0,0,1,1,1
19752,19752,0,0000fc8a,0,0000e3,0,0000da5c,0,0140,07,00,10,0,0,0,0,1,0,0,1,1,0
19753,19753,0,0000c337,0,0000e3,0,0000bb62,0,0140,07,00,10,0,0,0,0,1,0,0,1,1,0
19754,19754,0,0000d97b,0,0000e3,0,000082b2,0,0140,07,00,10,0,0,0,0,1,0,0,1,1,0
19755,19755,0,00000908,0,0000e3,0,00005cfd,3,0140,07,00,10,0,0,0,0,1,0,0,1,1,0
19756,19756,0,0000b0f1,0,0000e3,0,00007db5,0,0140,07,00,10,0,0,0,0,1,0,0,1,1,0
19757,19757,0,00000067,0,0000e3,0,00005f37,0,0140,07,00,10,0,0,0,0,1,0,0,1,1,0
19758,19758,0,0000506e,0,0000e3,0,0000330a,0,0140,07,00,10,0,0,0,0,1,0,0,1,1,0
19759,19759,0,0000cde6,0,0000e3,0,00005cfd,3,0140,07,00,10,0,0,0,0,1,0,0,1,1,1
19760,19760,0,000056eb,0,0000e3,0,0000f516,0,0141,07,00,10,0,0,0,0,1,0,0,1,1,0
19761,19761,0,000033ef,0,0000e3,0,00008a4f,0,0141,07,00,10,0,0,0,0,1,0,0,1,1,0
19762,19762,0,0000ff33,0,0000e3,0,00007f21,0,0141,07,00,10,0,0,0,0,1,0,0,1,1,0
19763,19763,0,000000df,0,0000e3,0,00005cfd,3,0141,07,00,10,0,0,0,0,1,0,0,1,1,0
19764,19764,0,000068cf,0,0000e3,0,00004212,0,0141,07,00,10,0,0,0,0,1,0,0,1,1,0
19765,19765,0,0000c01c,0,0000e3,0,00000563,0,0141,07,00,10,0,0,0,0,1,0,0,1,1,0
19766,19766,0,0000021e,0,0000e3,0,00009d63,0,0141,07,00,10,0,0,0,0,1,0,0,1,1,0
19767,19767,0,0000226c,0,0000e3,0,00005cfd,3,0141,07,00,10,0,0,0,0,1,0,0,1,1,1
19768,19768,0,00004514,0,0000e3,0,0000a003,0,0142,07,00,10,0,0,0,0,1,0,0,1,1,0
19769,19769,0,000023cf,0,0000e3,0,00008201,0,0142,07,00,10,0,0,0,0,1,0,0,1,1,0
19770,19770,0,00004494,0,0000e3,0,00004ea0,0,0142,07,00,10,0,0,0,0,1,0,0,1,1,0
19771,19771,0,0000c26b,0,0000e3,0,00005cfd,3,0142,07,00,10,0,0,0,0,1,0,0,1,1,0
19772,19772,0,00001813,0,0000e3,0,00008b28,0,0142,07,00,10,0,0,0,0,1,0,0,1,1,0
19773,19773,0,00009a50,0,0000e3,0,000077a4,0,0142,07,00,10,0,0,0,0,1,0,0,1,1,0
19774,19774,0,00009c6d,0,0000e3,0,00003d46,0,0142,07,00,10,0,0,0,0,1,0,0,1,1,0
19775,19775,0,00005ac5,0,0000e3,0,00005cfd,3,0142,07,00,10,0,0,0,0,1,0,0,1,1,1
19776,19776,0,0000fee7,0,0000e3,0,000060ae,0,0143,07,00,10,0,0,0,0,1,0,0,1,1,0
19777,19777,0,00009922,0,0000e3,0,000078b6,0,0143,07,00,10,0,0,0,0,1,0,0,1,1,0
19778,19778,0,00001f5d,0,0000e3,0,00004b3f,0,0143,07,00,10,0,0,0,0,1,0,0,1,1,0
19779,19779,0,000065b9,0,0000e3,0,00005cfd,3,0143,07,00,10,0,0,0,0,1,0,0,1,1,0
19780,19780,0,00002c78,0,0000e3,0,0000e5e5,0,0143,07,00,10,0,0,0,0,1,0,0,1,1,0
19781,19781,0,0000e253,0,0000e3,0,0000412a,0,0143,07,00,10,0,0,0,0,1,0,0,1,1,0
19782,19782,0,0000a72e,0,0000e3,0,000047c5,0,0143,07,00,10,0,0,0,0,1,0,0,1,1,0
19783,19783,0,0000bc80,0,0000e3,0,00005cfd,3,0143,07,00,10,0,0,0,0,1,0,0,1,1,1
19784,19784,0,0000053c,0,0000e3,0,00006363,0,0144,07,00,10,0,0,0,0,1,0,0,1,1,0
19785,19785,0,00003de1,0,0000e3,0,00006b20,0,0144,07,00,10,0,0,0,0,1,0,0,1,1,0
19786,19786,0,0000186c,0,0000e3,0,0000637e,0,0144,07,00,10,0,0,0,0,1,0,0,1,1,0
19787,19787,0,0000fa24,0,0000e3,0,00005cfd,3,0144,07,00,10,0,0,0,0,1,0,0,1,1,0
19788,19788,0,00002513,0,0000e3,0,0000dde7,0,0144,07,00,10,0,0,0,0,1,0,0,1,1,0
19789,19789,0,0000e2c8,0,0000e3,0,00000c68,0,0144,07,00,10,0,0,0,0,1,0,0,1,1,0
19790,19790,0,00007fab,0,0000e3,0,00006591,0,0144,07,00,10,0,0,0,0,1,0,0,1,1,0
19791,19791,0,00000c59,0,0000e3,0,00005cfd,3,0144,07,00,10,0,0,0,0,1,0,0,1,1,1
19792,19792,0,00005575,0,0000e3,0,000086d4,0,0145,07,00,10,0,0,0,0,1,0,0,1,1,0
19793,19793,0,0000f027,0,0000e3,0,0000b357,0,0145,07,00,10,0,0,0,0,1,0,0,1,1,0
19794,19794,0,0000e6a0,0,0000e3,0,00003343,0,0145,07,00,10,0,0,0,0,1,0,0,1,1,0
19795,19795,0,00007b2b,0,0000e3,0,00005cfd,3,0145,07,00,10,0,0,0,0,1,0,0,1,1,0
19796,19796,0,0000a825,0,0000e3,0,0000bade,0,0145,07,00,10,0,0,0,0,1,0,0,1,1,0
19797,19797,0,0000c2e2,0,0000e3,0,000002fc,0,0145,07,00,10,0,0,0,0,1,0,0,1,1,0
19798,19798,0,00007887,0,0000e3,0,0000624a,0,0145,07,00,10,0,0,0,0,1,0,0,1,1,0
19799,19799,0,00007bdb,0,0000e3,0,00005cfd,3,0145,07,00,10,0,0,0,0,1,0,0,1,1,1
19800,19800,0,000038c3,0,0000e3,0,0000b6d6,0,0146,07,00,10,0,0,0,0,1,0,0,1,1,0
19801,19801,0,00008591,0,0000e3,0,0000f7d5,0,0146,07,00,10,0,0,0,0,1,0,0,1,1,0
19802,19802,0,00008956,0,0000e3,0,0000a93d,0,0146,07,00,10,0,0,0,0,1,0,0,1,1,0
19803,19803,0,0000dca3,0,0000e3,0,00005cfd,3,0146,07,00,10,0,0,0,0,1,0,0,1,1,0
19804,19804,0,00008c18,0,0000e3,0,00006235,0,0146,07,00,10,0,0,0,0,1,0,0,1,1,0
19805,19805,0,0000a13a,0,0000e3,0,00002243,0,0146,07,00,10,0,0,0,0,1,0,0,1,1,0
19806,19806,0,00001207,0,0000e3,0,0000d5ec,0,0146,07,00,10,0,0,0,0,1,0,0,1,1,0
19807,19807,0,000039f7,0,0000e3,0,00005cfd,3,0146,07,00,10,0,0,0,0,1,0,0,1,1,1
19808,19808,0,00004499,0,0000e3,0,00002774,0,0147,07,00,10,0,0,0,0,1,0,0,1,1,0
19809,19809,0,0000e267,0,0000e3,0,000041d4,0,0147,07,00,10,0,0,0,0,1,0,0,1,1,0
19810,19810,0,0000271e,0,0000e3,0,0000bf2c,0,0147,07,00,10,0,0,0,0,1,0,0,1,1,0
19811,19811,0,000040b4,0,0000e3,0,00005cfd,3,0147,07,00,10,0,0,0,0,1,0,0,1,1,0
19812,19812,0,00006eac,0,0000e3,0,00003eef,0,0147,07,00,10,0,0,0,0,1,0,0,1,1,0
19813,19813,0,0000f6e6,0,0000e3,0,0000c229,0,0147,07,00,10,0,0,0,0,1,0,0,1,1,0
19814,19814,0,0000a8e3,0,0000e3,0,0000508e,0,0147,07,00,10,0,0,0,0,1,0,0,1,1,0
19815,19815,0,0000a236,0,0000e3,0,00005cfd,3,0147,07,00,10,0,0,0,0,1,0,0,1,1,1
19816,19816,0,0000c942,0,0000e3,0,0000b367,0,0148,07,00,10,0,0,0,0,1,0,0,1,1,0
19817,19817,0,0000bab4,0,0000e3,0,00004aa4,0,0148,07,00,10,0,0,0,0,1,0,0,1,1,0
19818,19818,0,0000039c,0,0000e3,0,000045de,0,0148,07,00,10,0,0,0,0,1,0,0,1,1,0
19819,19819,0,0000b3ca,0,0000e3,0,00005cfd,3,0148,07,00,10,0,0,0,0,1,0,0,1,1,0
19820,19820,0,00001311,0,0000e3,0,00003632,0,0148,07,00,10,0,0,0,0,1,0,0,1,1,0
19821,19821,0,000020da,0,0000e3,0,0000d324,0,0148,07,00,10,0,0,0,0,1,0,0,1,1,0
19822,19822,0,000097ca,0,0000e3,0,0000223a,0,0148,07,00,10,0,0,0,0,1,0,0,1,1,0
19823,19823,0,000030f1,0,0000e3,0,00005cfd,3,0148,07,00,10,0,0,0,0,1,0,0,1,1,1
19824,19824,0,00009c67,0,0000e3,0,0000fb77,0,0149,07,00,10,0,0,0,0,1,0,0,1,1,0
19825,19825,0,0000d2ce,0,0000e3,0,0000c577,0,0149,07,00,10,0,0,0,0,1,0,0,1,1,0
19826,19826,0,0000db2d,0,0000e3,0,00006774,0,0149,07,00,10,0,0,0,0,1,0,0,1,1,0
19827,19827,0,00008323,0,0000e3,0,00005cfd,3,0149,07,00,10,0,0,0,0,1,0,0,1,1,0
19828,19828,0,0000bf6c,0,0000e3,0,0000a438,0,0149,07,00,10,0,0,0,0,1,0,0,1,1,0
19829,19829,0,0000868c,0,0000e3,0,000056df,0,0149,07,00,10,0,0,0,0,1,0,0,1,1,0
19830,19830,0,0000a201,0,0000e3,0,0000db0e,0,0149,07,00,10,0,0,0,0,1,0,0,1,1,0
19831,19831,0,00000171,0,0000e3,0,00005cfd,3,0149,07,00,10,0,0,0,0,1,0,0,1,1,1
19832,19832,0,00004943,0,0000e3,0,0000fb60,0,014a,07,00,10,0,0,0,0,1,0,0,1,1,0
19833,19833,0,00001eb5,0,0000e3,0,0000a563,0,014a,07,00,10,0,0,0,0,1,0,0,1,1,0
19834,19834,0,0000847d,0,0000e3,0,00002663,0,014a,07,00,10,0,0,0,0,1,0,0,1,1,0
19835,19835,0,00008896,0,0000e3,0,00005cfd,3,014a,07,00,10,0,0,0,0,1,0,0,1,1,0
19836,19836,0,00006d49,0,0000e3,0,0000b37a,0,014a,07,00,10,0,0,0,0,1,0,0,1,1,0
19837,19837,0,0000b55e,0,0000e3,0,0000a2bb,0,014a,07,00,10,0,0,0,0,1,0,0,1,1,0
19838,19838,0,00001d0a,0,0000e3,0,00002103,0,014a,07,00,10,0,0,0,0,1,0,0,1,1,0
19839,19839,0,0000d793,0,0000e3,0,00005cfd,3,014a,07,00,10,0,0,0,0,1,0,0,1,1,1
19840,19840,0,000026a4,0,0000e3,0,00008141,0,014b,07,00,10,0,0,0,0,1,0,0,1,1,0
19841,19841,0,0000492f,0,0000e3,0,0000c475,0,014b,07,00,10,0,0,0,0,1,0,0,1,1,0
19842,19842,0,0000fed1,0,0000e3,0,0000564e,0,014b,07,00,10,0,0,0,0,1,0,0,1,1,0
19843,19843,0,00006910,0,0000e3,0,00005cfd,3,014b,07,00,10,0,0,0,0,1,0,0,1,1,0
19844,19844,0,0000e9eb,0,0000e3,0,00006f3b,0,014b,07,00,10,0,0,0,0,1,0,0,1,1,0
19845,19845,0,00005507,0,0000e3,0,00000654,0,014b,07,00,10,0,0,0,0,1,0,0,1,1,0
19846,19846,0,0000b05f,0,0000e3,0,00009618,0,014b,07,00,10,0,0,0,0,1,0,0,1,1,0
19847,19847,0,000060d3,0,0000e3,0,00005cfd,3,014b,07,00,10,0,0,0,0,1,0,0,1,1,1
19848,19848,0,000019c2,0,0000e3,0,00000d5c,0,014c,07,00,10,0,0,0,0,1,0,0,1,1,0
19849,19849,0,0000dba8,0,0000e3,0,0000bd4a,0,014c,07,00,10,0,0,0,0,1,0,0,1,1,0
19850,19850,0,0000fbba,0,0000e3,0,0000540c,0,014c,07,00,10,0,0,0,0,1,0,0,1,1,0
19851,19851,0,000064ab,0,0000e3,0,00005cfd,3,014c,07,00,10,0,0,0,0,1,0,0,1,1,0
19852,19852,0,0000d551,0,0000e3,0,00002e72,0,014c,07,00,10,0,0,0,0,1,0,0,1,1,0
19853,19853,0,00002404,0,0000e3,0,0000992a,0,014c,07,00,10,0,0,0,0,1,0,0,1,1,0
19854,19854,0,0000c3e4,0,0000e3,0,00008f85,0,014c,07,00,10,0,0,0,0,1,0,0,1,1,0
19855,19855,0,0000a9b9,0,0000e3,0,00005cfd,3,014c,07,00,10,0,0,0,0,1,0,0,1,1,1
19856,19856,0,0000f358,0,0000e3,0,0000fd78,0,014d,07,00,10,0,0,0,0,1,0,0,1,1,0
19857,19857,0,0000459c,0,0000e3,0,000013e9,0,014d,07,00,10,0,0,0,0,1,0,0,1,1,0
19858,19858,0,00007b5a,0,0000e3,0,000020e4,0,014d,07,00,10,0,0,0,0,1,0,0,1,1,0
19859,19859,0,0000a05e,0,0000e3,0,00005cfd,3,014d,07,00,10,0,0,0,0,1,0,0,1,1,0
19860,19860,0,00004b52,0,0000e3,0,00001020,0,014d,07,00,10,0,0,0,0,1,0,0,1,1,0
19861,19861,0,00006cd7,0,0000e3,0,0000caa5,0,014d,07,00,10,0,0,0,0,1,0,0,1,1,0
19862,19862,0,0000f4e6,0,0000e3,0,0000e1df,0,014d,07,00,10,0,0,0,0,1,0,0,1,1,0
19863,19863,0,00002a93,0,0000e3,0,00005cfd,3,014d,07,00,10,0,0,0,0,1,0,0,1,1,1
19864,19864,0,00008c3c,0,0000e3,0,00000d6e,0,014e,07,00,10,0,0,0,0,1,0,0,1,1,0
19865,19865,0,0000e919,0,0000e3,0,0000ad7c,0,014e,07,00,10,0,0,0,0,1,0,0,1,1,0
19866,19866,0,0000b5e3,0,0000e3,0,0000b7be,0,014e,07,00,10,0,0,0,0,1,0,0,1,1,0
19867,19867,0,0000fdae,0,0000e3,0,00005cfd,3,014e,07,00,10,0,0,0,0,1,0,0,1,1,0
19868,19868,0,0000ca2c,0,0000e3,0,00001c15,0,014e,07,00,10,0,0,0,0,1,0,0,1,1,0
19869,19869,0,0000e99a,0,0000e3,0,00007fb4,0,014e,07,00,10,0,0,0,0,1,0,0,1,1,0
19870,19870,0,00005d7c,0,0000e3,0,0000fc95,0,014e,07,00,10,0,0,0,0,1,0,0,1,1,0
19871,19871,0,000039ef,0,0000e3,0,00005cfd,3,014e,07,00,10,0,0,0,0,1,0,0,1,1,1
19872,19872,0,00007483,0,0000e3,0,00004e0b,0,014f,07,00,10,0,0,0,0,1,0,0,1,1,0
19873,19873,0,000096ff,0,0000e3,0,00000058,0,014f,07,00,10,0,0,0,0,1,0,0,1,1,0
19874,19874,0,0000c9f8,0,0000e3,0,00000885,0,014f,07,00,10,0,0,0,0,1,0,0,1,1,0
19875,19875,0,0000f217,0,0000e3,0,00005cfd,3,014f,07,00,10,0,0,0,0,1,0,0,1,1,0
19876,19876,0,000004e4,0,0000e3,0,00009ac2,0,014f,07,00,10,0,0,0,0,1,0,0,1,1,0
19877,19877,0,0000bc11,0,0000e3,0,0000f5e2,0,014f,07,00,10,0,0,0,0,1,0,0,1,1,0
19878,19878,0,000055b2,0,0000e3,0,0000e37e,0,014f,07,00,10,0,0,0,0,1,0,0,1,1,0
19879,19879,0,0000a8f2,0,0000e3,0,00005cfd,3,014f,07,00,10,0,0,0,0,1,0,0,1,1,1
19880,19880,0,00005224,0,0000e3,0,00005f47,0,0150,07,00,10,0,0,0,0,1,0,0,1,1,0
19881,19881,0,000097d3,0,0000e3,0,00001aa3,0,0150,07,00,10,0,0,0,0,1,0,0,1,1,0
19882,19882,0,000038ea,0,0000e3,0,0000b059,0,0150,07,00,10,0,0,0,0,1,0,0,1,1,0
19883,19883,0,0000edbe,0,0000e3,0,00005cfd,3,0150,07,00,10,0,0,0,0,1,0,0,1,1,0
19884,19884,0,000011bf,0,0000e3,0,0000ff6b,0,0150,07,00,10,0,0,0,0,1,0,0,1,1,0
19885,19885,0,0000c21e,0,0000e3,0,00001189,0,0150,07,00,10,0,0,0,0,1,0,0,1,1,0
19886,19886,0,0000f06c,0,0000e3,0,00005afd,0,0150,07,00,10,0,0,0,0,1,0,0,1,1,0
19887,19887,0,000006e4,0,0000e3,0,00005cfd,3,0150,07,00,10,0,0,0,0,1,0,0,1,1,1
19888,19888,0,00003e61,0,0000e3,0,0000a675,0,0151,07,00,10,0,0,0,0,1,0,0,1,1,0
19889,19889,0,00007bb8,0,0000e3,0,0000a4ed,0,0151,07,00,10,0,0,0,0,1,0,0,1,1,0
19890,19890,0,000088a9,0,0000e3,0,0000afc8,0,0151,07,00,10,0,0,0,0,1,0,0,1,1,0
19891,19891,0,00005d73,0,0000e3,0,00005cfd,3,0151,07,00,10,0,0,0,0,1,0,0,1,1,0
19892,19892,0,000069e1,0,0000e3,0,0000471c,0,0151,07,00,10,0,0,0,0,1,0,0,1,1,0
19893,19893,0,0000410c,0,0000e3,0,000028b4,0,0151,07,00,10,0,0,0,0,1,0,0,1,1,0
19894,19894,0,00001735,0,0000e3,0,000066bd,0,0151,07,00,10,0,0,0,0,1,0,0,1,1,0
19895,19895,0,00006c19,0,0000e3,0,00005cfd,3,0151,07,00,10,0,0,0,0,1,0,0,1,1,1
19896,19896,0,00006c3b,0,0000e3,0,0000b777,0,0152,07,00,10,0,0,0,0,1,0,0,1,1,0
19897,19897,0,0000b41e,0,0000e3,0,00008657,0,0152,07,00,10,0,0,0,0,1,0,0,1,1,0
19898,19898,0,00000c7c,0,0000e3,0,0000421b,0,0152,07,00,10,0,0,0,0,1,0,0,1,1,0
19899,19899,0,00002557,0,0000e3,0,00005cfd,3,0152,07,00,10,0,0,0,0,1,0,0,1,1,0
19900,19900,0,00005282,0,0000e3,0,00006d2e,0,0152,07,00,10,0,0,0,0,1,0,0,1,1,0
19901,19901,0,00000f6e,0,0000e3,0,00009432,0,0152,07,00,10,0,0,0,0,1,0,0,1,1,0
19902,19902,0,00005e0e,0,0000e3,0,0000f387,0,0152,07,00,10,0,0,0,0,1,0,0,1,1,0
19903,19903,0,0000badf,0,0000e3,0,00005cfd,3,0152,07,00,10,0,0,0,0,1,0,0,1,1,1
19904,19904,0,00004bff,0,0000e3,0,00004269,0,0153,07,00,10,0,0,0,0,1,0,0,1,1,0
19905,19905,0,00004460,0,0000e3,0,00008513,0,0153,07,00,10,0,0,0,0,1,0,0,1,1,0
19906,19906,0,0000b289,0,0000e3,0,00003119,0,0153,07,00,10,0,0,0,0,1,0,0,1,1,0
19907,19907,0,00004a64,0,0000e3,0,00005cfd,3,0153,07,00,10,0,0,0,0,1,0,0,1,1,0
19908,19908,0,0000dddd,0,0000e3,0,00008f0f,0,0153,07,00,10,0,0,0,0,1,0,0,1,1,0
19909,19909,0,00009555,0,0000e3,0,00007364,0,0153,07,00,10,0,0,0,0,1,0,0,1,1,0
19910,19910,0,00008a00,0,0000e3,0,0000c974,0,0153,07,00,10,0,0,0,0,1,0,0,1,1,0
19911,19911,0,000017b0,0,0000e3,0,00005cfd,3,0153,07,00,10,0,0,0,0,1,0,0,1,1,1
19912,19912,0,00001480,0,0000e3,0,00000c05,0,0154,07,00,10,0,0,0,0,1,0,0,1,1,0
19913,19913,0,0000b7fc,0,0000e3,0,0000a427,0,0154,07,00,10,0,0,0,0,1,0,0,1,1,0
19914,19914,0,0000e7c3,0,0000e3,0,0000d711,0,0154,07,00,10,0,0,0,0,1,0,0,1,1,0
19915,19915,0,00008a79,0,0000e3,0,00005cfd,3,0154,07,00,10,0,0,0,0,1,0,0,1,1,0
19916,19916,0,0000e7c2,0,0000e3,0,00007100,0,0154,07,00,10,0,0,0,0,1,0,0,1,1,0
19917,19917,0,0000b278,0,0000e3,0,00004aba,0,0154,07,00,10,0,0,0,0,1,0,0,1,1,0
19918,19918,0,0000e283,0,0000e3,0,0000e5c2,0,0154,07,00,10,0,0,0,0,1,0,0,1,1,0
19919,19919,0,00009fef,0,0000e3,0,00005cfd,3,0154,07,00,10,0,0,0,0,1,0,0,1,1,1
19920,19920,0,00004913,0,0000e3,0,000035a6,0,0155,07,00,10,0,0,0,0,1,0,0,1,1,0
19921,19921,0,000086e8,0,0000e3,0,000098e7,0,0155,07,00,10,0,0,0,0,1,0,0,1,1,0
19922,19922,0,0000ba6c,0,0000e3,0,00001e63,0,0155,07,00,10,0,0,0,0,1,0,0,1,1,0
19923,19923,0,0000c354,0,0000e3,0,00005cfd,3,0155,07,00,10,0,0,0,0,1,0,0,1,1,0
19924,19924,0,00006911,0,0000e3,0,00009bac,0,0155,07,00,10,0,0,0,0,1,0,0,1,1,0
19925,19925,0,0000d1ea,0,0000e3,0,000024bc,0,0155,07,00,10,0,0,0,0,1,0,0,1,1,0
19926,19926,0,00005046,0,0000e3,0,00009394,0,0155,07,00,10,0,0,0,0,1,0,0,1,1,0
19927,19927,0,00009dc8,0,0000e3,0,00005cfd,3,0155,07,00,10,0,0,0,0,1,0,0,1,1,1
19928,19928,0,0000cb43,0,0000e3,0,00003782,0,0156,07,00,10,0,0,0,0,1,0,0,1,1,0
19929,19929,0,000000c5,0,0000e3,0,000052b4,0,0156,07,00,10,0,0,0,0,1,0,0,1,1,0
19930,19930,0,000028d7,0,0000e3,0,0000978d,0,0156,07,00,10,0,0,0,0,1,0,0,1,1,0
19931,19931,0,0000be06,0,0000e3,0,00005cfd,3,0156,07,00,10,0,0,0,0,1,0,0,1,1,0
19932,19932,0,0000b7d6,0,0000e3,0,00001a4e,0,0156,07,00,10,0,0,0,0,1,0,0,1,1,0
19933,19933,0,0000c7ef,0,0000e3,0,0000d173,0,0156,07,00,10,0,0,0,0,1,0,0,1,1,0
19934,19934,0,00001d53,0,0000e3,0,00009010,0,0156,07,00,10,0,0,0,0,1,0,0,1,1,0
19935,19935,0,00008fc6,0,0000e3,0,00005cfd,3,0156,07,00,10,0,0,0,0,1,0,0,1,1,1
19936,19936,0,000032bc,0,0000e3,0,0000500b,0,0157,07,00,10,0,0,0,0,1,0,0,1,1,0
19937,19937,0,00006e55,0,0000e3,0,00009c88,0,0157,07,00,10,0,0,0,0,1,0,0,1,1,0
19938,19938,0,0000a608,0,0000e3,0,0000b2e4,0,0157,07,00,10,0,0,0,0,1,0,0,1,1,0
19939,19939,0,0000c599,0,0000e3,0,00005cfd,3,0157,07,00,10,0,0,0,0,1,0,0,1,1,0
19940,19940,0,00003f5f,0,0000e3,0,0000ccde,0,0157,07,00,10,0,0,0,0,1,0,0,1,1,0
19941,19941,0,000032bb,0,0000e3,0,0000feec,0,0157,07,00,10,0,0,0,0,1,0,0,1,1,0
19942,19942,0,0000c652,0,0000e3,0,000041f9,0,0157,07,00,10,0,0,0,0,1,0,0,1,1,0
19943,19943,0,0000bccf,0,0000e3,0,00005cfd,3,0157,07,00,10,0,0,0,0,1,0,0,1,1,1
19944,19944,0,0000057c,0,0000e3,0,0000c200,0,0158,07,00,10,0,0,0,0,1,0,0,1,1,0
19945,19945,0,00006daf,0,0000e3,0,00002172,0,0158,07,00,10,0,0,0,0,1,0,0,1,1,0
19946,19946,0,00007dad,0,0000e3,0,00004e91,0,0158,07,00,10,0,0,0,0,1,0,0,1,1,0
19947,19947,0,00001e2f,0,0000e3,0,00005cfd,3,0158,07,00,10,0,0,0,0,1,0,0,1,1,0
19948,19948,0,000064f9,0,0000e3,0,00006759,0,0158,07,00,10,0,0,0,0,1,0,0,1,1,0
19949,19949,0,00003d0e,0,0000e3,0,000087ff,0,0158,07,00,10,0,0,0,0,1,0,0,1,1,0
19950,19950,0,00001097,0,0000e3,0,0000f391,0,0158,07,00,10,0,0,0,0,1,0,0,1,1,0
19951,19951,0,0000d308,0,0000e3,0,00005cfd,3,0158,07,00,10,0,0,0,0,1,0,0,1,1,1
19952,19952,0,0000fac1,0,0000e3,0,0000063f,0,0159,07,00,10,0,0,0,0,1,0,0,1,1,0
19953,19953,0,0000a5e3,0,0000e3,0,0000c7a8,0,0159,07,00,10,0,0,0,0,1,0,0,1,1,0
19954,19954,0,0000ee2e,0,0000e3,0,00008dcb,0,0159,07,00,10,0,0,0,0,1,0,0,1,1,0
19955,19955,0,0000ba78,0,0000e3,0,00005cfd,3,0159,07,00,10,0,0,0,0,1,0,0,1,1,0
19956,19956,0,0000eb43,0,0000e3,0,0000867d,0,0159,07,00,10,0,0,0,0,1,0,0,1,1,0
19957,19957,0,000027c5,0,0000e3,0,00007be4,0,0159,07,00,10,0,0,0,0,1,0,0,1,1,0
